id;repair_date_start;repair_date_end;FK_registration;FK_id_mechanic;pricing;used_car_transporter;is_complaint;repair_no
839;14-05-2022;19-05-2022;GD02N0N;6;0;False;False;794
840;17-05-2022;19-05-2022;GDEO2MT;0;200;False;False;795
841;17-05-2022;19-05-2022;GDSZ988;1;0;False;True;780
842;18-05-2022;19-05-2022;GDJKY7X;3;0;False;False;796
843;12-05-2022;19-05-2022;GDN3MV4;6;450;False;False;797
844;12-05-2022;19-05-2022;GDC8APH;0;150;False;False;798
845;15-05-2022;20-05-2022;GD75NJO;5;300;False;False;799
846;15-05-2022;20-05-2022;GDE7GMO;2;0;False;False;800
847;17-05-2022;20-05-2022;GDN3MV4;6;100;True;False;801
848;15-05-2022;20-05-2022;GDIMJDF;7;500;False;False;802
849;21-05-2022;21-05-2022;GD90T4A;7;200;False;False;803
850;16-05-2022;21-05-2022;GDUPGH6;1;150;False;False;804
851;14-05-2022;21-05-2022;GD35Z12;4;0;True;False;805
852;14-05-2022;21-05-2022;GDMG9VS;4;350;False;False;806
853;21-05-2022;22-05-2022;GDIMJDF;3;0;False;True;802
854;20-05-2022;22-05-2022;GDSSVKS;5;100;False;False;807
855;20-05-2022;22-05-2022;GDIAC5X;6;100;False;False;808
856;17-05-2022;22-05-2022;GDKE6KP;5;250;False;False;809
857;18-05-2022;22-05-2022;GD6V9ZS;1;0;False;False;810
858;17-05-2022;23-05-2022;GDQ0Y8B;7;300;False;False;811
859;16-05-2022;23-05-2022;GDNPJJZ;7;0;False;False;812
860;16-05-2022;23-05-2022;GDZGZI0;4;100;False;False;813
861;17-05-2022;23-05-2022;GDUJWXP;2;100;False;False;814
862;20-05-2022;23-05-2022;GDC5PHU;1;0;False;False;815
863;18-05-2022;24-05-2022;GDAVC3N;1;250;False;False;816
864;21-05-2022;24-05-2022;GDJNFQE;0;200;False;False;817
865;22-05-2022;24-05-2022;GDUPI9H;0;150;False;False;818
866;20-05-2022;24-05-2022;GDZLX9K;1;300;False;False;819
867;25-05-2022;25-05-2022;GDC4X93;2;150;False;False;820
868;20-05-2022;25-05-2022;GDD2K99;5;100;False;False;821
869;25-05-2022;25-05-2022;GDWG0T4;3;100;False;False;822
870;19-05-2022;25-05-2022;GDO5SGO;0;100;False;False;823
871;19-05-2022;25-05-2022;GDAVP3S;0;150;False;False;824
872;24-05-2022;25-05-2022;GDAVP3S;4;0;False;False;825
873;21-05-2022;26-05-2022;GD7LN7O;0;0;False;False;826
874;23-05-2022;26-05-2022;GDE7GMO;0;400;False;False;827
875;19-05-2022;26-05-2022;GDLT661;5;0;False;False;828
876;22-05-2022;26-05-2022;GDN21V5;5;800;False;False;829
877;27-05-2022;27-05-2022;GDDZ5DT;0;0;False;False;830
878;21-05-2022;27-05-2022;GDO5SGO;2;200;False;False;831
879;27-05-2022;27-05-2022;GD7QL4E;2;300;False;False;832
880;22-05-2022;27-05-2022;GDEOEYL;6;0;False;False;833
881;21-05-2022;28-05-2022;GDRBL87;1;550;False;False;834
882;22-05-2022;28-05-2022;GDH35E5;7;175;False;False;835
883;28-05-2022;28-05-2022;GDYYXAG;1;200;False;False;836
884;24-05-2022;28-05-2022;GDAVP3S;2;200;False;False;837
885;28-05-2022;28-05-2022;GDLP7W1;7;400;False;False;838
886;26-05-2022;29-05-2022;GDRBL87;0;300;False;False;839
887;27-05-2022;29-05-2022;GDXK2GS;5;150;False;False;840
888;25-05-2022;29-05-2022;GDEWAVJ;5;0;True;False;841
889;24-05-2022;29-05-2022;GDD0FGM;4;0;False;False;842
890;25-05-2022;30-05-2022;GDD79ZF;7;0;False;False;843
891;30-05-2022;30-05-2022;GD34IBE;6;400;False;False;844
892;29-05-2022;30-05-2022;GD2DMIL;1;200;False;False;845
893;25-05-2022;30-05-2022;GD3E6X6;3;250;False;False;846
894;31-05-2022;31-05-2022;GDISF07;3;250;False;False;847
895;24-05-2022;31-05-2022;GDKNR8N;2;550;False;False;848
896;29-05-2022;31-05-2022;GD16JB5;3;300;False;False;849
897;31-05-2022;31-05-2022;GDGJEZG;3;0;False;False;850
898;28-05-2022;31-05-2022;GDGDHT8;0;0;True;False;851
899;26-05-2022;01-06-2022;GD467UY;2;0;False;False;852
900;27-05-2022;01-06-2022;GDWG0T4;1;250;False;False;853
901;27-05-2022;01-06-2022;GDMJ3L4;5;250;False;False;854
902;31-05-2022;01-06-2022;GDNLA5Q;3;100;False;False;855
903;30-05-2022;02-06-2022;GDIMJDF;2;0;True;False;856
904;31-05-2022;02-06-2022;GDUC07C;5;550;False;False;857
905;02-06-2022;02-06-2022;GDXL9DF;7;350;False;False;858
906;30-05-2022;02-06-2022;GDIF90S;2;200;False;False;859
907;30-05-2022;03-06-2022;GDUPI9H;7;0;False;False;860
908;31-05-2022;03-06-2022;GDYQME9;5;100;False;False;861
909;28-05-2022;03-06-2022;GDLCARY;0;300;False;False;862
910;02-06-2022;03-06-2022;GDEWAVJ;1;500;True;False;863
911;29-05-2022;03-06-2022;GDZGGOF;3;300;False;False;864
912;27-05-2022;03-06-2022;GDZGZI0;2;150;False;False;865
913;04-06-2022;04-06-2022;GDP4K5X;4;300;False;False;866
914;31-05-2022;04-06-2022;GDTPV6N;5;100;False;False;867
915;01-06-2022;04-06-2022;GDEW8SR;4;300;False;False;868
916;01-06-2022;04-06-2022;GD2DMIL;7;0;False;False;869
917;04-06-2022;04-06-2022;GDFCBBN;5;400;False;False;870
918;01-06-2022;05-06-2022;GD9DDJ2;5;600;False;False;871
919;01-06-2022;05-06-2022;GDDCDYF;7;0;False;False;872
920;03-06-2022;05-06-2022;GDZLKUO;7;550;False;False;873
921;05-06-2022;05-06-2022;GD34IBE;3;0;False;False;874
922;06-06-2022;06-06-2022;GDSG1TD;2;250;False;False;875
923;06-06-2022;06-06-2022;GDTC016;5;50;False;False;876
924;06-06-2022;06-06-2022;GDA0ZCN;0;50;False;False;877
925;03-06-2022;06-06-2022;GD22TAD;1;350;False;False;878
926;01-06-2022;06-06-2022;GDEPIXW;2;150;False;False;879
927;05-06-2022;06-06-2022;GDQAQZT;1;700;False;False;880
928;05-06-2022;07-06-2022;GDZGGOF;0;0;False;False;881
929;07-06-2022;07-06-2022;GD57VK4;1;300;False;False;882
930;01-06-2022;07-06-2022;GD2IXLH;5;0;False;False;883
931;05-06-2022;07-06-2022;GDVLXBG;6;250;False;False;884
932;01-06-2022;07-06-2022;GDZGZI0;2;350;False;False;885
933;03-06-2022;07-06-2022;GDTPV6N;0;0;False;False;886
934;03-06-2022;08-06-2022;GDOWN1C;4;250;False;False;887
935;04-06-2022;08-06-2022;GDCIWIG;0;800;False;False;888
936;07-06-2022;08-06-2022;GDFCBBN;1;0;False;True;870
937;04-06-2022;08-06-2022;GDVG4C7;7;50;False;False;889
938;06-06-2022;09-06-2022;GDO96A6;6;150;False;False;890
939;07-06-2022;09-06-2022;GD22TAD;6;0;False;False;891
940;08-06-2022;09-06-2022;GDA0ZCN;1;0;False;True;877
941;07-06-2022;09-06-2022;GD9XJWJ;5;100;False;False;892
942;09-06-2022;10-06-2022;GDC5PHU;0;100;False;False;893
943;08-06-2022;10-06-2022;GD2IXLH;7;0;False;True;883
944;08-06-2022;10-06-2022;GDOGYMC;6;0;False;False;894
945;08-06-2022;10-06-2022;GD2IXLH;0;0;False;True;883
946;05-06-2022;11-06-2022;GDLP7W1;4;0;False;False;895
947;09-06-2022;11-06-2022;GDKVFDX;0;300;False;False;896
948;07-06-2022;11-06-2022;GD3CP21;1;150;False;False;897
949;09-06-2022;11-06-2022;GDAVP3S;2;100;False;False;898
950;11-06-2022;11-06-2022;GDCH0HP;0;0;False;False;899
951;04-06-2022;11-06-2022;GD2DMIL;4;50;False;False;900
952;09-06-2022;12-06-2022;GDH3KUS;5;300;False;False;901
953;12-06-2022;12-06-2022;GDQG10J;6;300;False;False;902
954;11-06-2022;12-06-2022;GD4AZ3Q;2;0;False;False;903
955;09-06-2022;12-06-2022;GDZI8GW;1;200;False;False;904
956;11-06-2022;12-06-2022;GDO96A6;0;0;False;True;890
957;07-06-2022;13-06-2022;GDU4E51;7;150;False;False;905
958;08-06-2022;13-06-2022;GDLEAAN;2;250;False;False;906
959;07-06-2022;13-06-2022;GD9ZM54;3;75;False;False;907
960;07-06-2022;13-06-2022;GDJ0VE8;0;0;False;False;908
961;11-06-2022;13-06-2022;GD5ST46;0;300;False;False;909
962;10-06-2022;14-06-2022;GDMS89Y;3;0;False;False;910
963;07-06-2022;14-06-2022;GDATUYZ;7;300;False;False;911
964;10-06-2022;14-06-2022;GD35Z12;0;0;False;False;912
965;10-06-2022;14-06-2022;GD6L8SB;0;400;False;False;913
966;13-06-2022;14-06-2022;GDI3NKZ;1;0;False;False;914
967;10-06-2022;15-06-2022;GDVLXBG;0;100;False;False;915
968;13-06-2022;15-06-2022;GDKE6KP;0;150;False;False;916
969;11-06-2022;15-06-2022;GD9BX63;6;300;False;False;917
970;13-06-2022;15-06-2022;GDJ4ITU;3;400;False;False;918
971;11-06-2022;16-06-2022;GDP6NCE;3;250;False;False;919
972;12-06-2022;16-06-2022;GDW2NGW;7;400;True;False;920
973;16-06-2022;16-06-2022;GDI193N;6;0;False;False;921
974;09-06-2022;16-06-2022;GDOVMVE;4;700;False;False;922
975;15-06-2022;17-06-2022;GDY1XF5;5;250;False;False;923
976;16-06-2022;17-06-2022;GD9ZM54;1;450;False;False;924
977;10-06-2022;17-06-2022;GD7QL4E;2;0;False;False;925
978;16-06-2022;17-06-2022;GD2IXLH;3;350;False;False;926
979;14-06-2022;18-06-2022;GDUC07C;4;100;False;False;927
980;14-06-2022;18-06-2022;GDC8APH;3;0;False;False;928
981;15-06-2022;18-06-2022;GDF1VGP;5;250;False;False;929
982;11-06-2022;18-06-2022;GDF24O8;2;0;False;False;930
983;18-06-2022;18-06-2022;GD35Z12;0;0;False;True;912
984;18-06-2022;19-06-2022;GD3PJW3;4;350;False;False;931
985;16-06-2022;19-06-2022;GDRL8OP;7;400;False;False;932
986;16-06-2022;19-06-2022;GD3PJW3;3;0;False;False;933
987;14-06-2022;19-06-2022;GDOGYMC;7;0;False;False;934
988;17-06-2022;20-06-2022;GDYWMWO;1;300;False;False;935
989;20-06-2022;20-06-2022;GDIAC5X;3;0;False;False;936
990;15-06-2022;20-06-2022;GDQGF24;6;300;False;False;937
991;18-06-2022;20-06-2022;GD6L8SB;4;250;False;False;938
992;20-06-2022;20-06-2022;GDFBC3U;1;100;False;False;939
993;16-06-2022;21-06-2022;GD9XDJ5;7;0;False;False;940
994;20-06-2022;21-06-2022;GDEPIXW;3;200;False;False;941
995;17-06-2022;21-06-2022;GD6DW02;5;150;False;False;942
996;17-06-2022;21-06-2022;GDJEH8P;5;250;False;False;943
997;14-06-2022;21-06-2022;GDE3HGD;6;50;False;False;944
998;19-06-2022;22-06-2022;GD6L8SB;3;0;False;True;938
999;22-06-2022;22-06-2022;GD2XPQM;2;350;True;False;945
1000;21-06-2022;22-06-2022;GDRZ2KH;2;400;False;False;946
1001;20-06-2022;22-06-2022;GDEPIXW;7;0;False;False;947
1002;21-06-2022;22-06-2022;GDPGGBI;3;150;False;False;948
1003;20-06-2022;23-06-2022;GD4ZS6H;0;100;False;False;949
1004;18-06-2022;23-06-2022;GD6L8SB;4;400;False;False;950
1005;22-06-2022;23-06-2022;GDDZ5DT;0;250;False;False;951
1006;22-06-2022;23-06-2022;GDE3HGD;1;0;False;True;944
1007;22-06-2022;24-06-2022;GDH3KUS;4;600;False;False;952
1008;18-06-2022;24-06-2022;GD1TXI2;1;100;False;False;953
1009;20-06-2022;24-06-2022;GDJEH8P;6;0;False;False;954
1010;18-06-2022;24-06-2022;GDRBL87;3;350;False;False;955
1011;19-06-2022;25-06-2022;GD0IVOI;6;350;False;False;956
1012;20-06-2022;25-06-2022;GD1TXI2;0;200;True;False;957
1013;18-06-2022;25-06-2022;GD5ANSF;0;0;False;False;958
1014;22-06-2022;25-06-2022;GD6PDJP;1;250;False;False;959
1015;22-06-2022;25-06-2022;GDJ5QY9;6;150;False;False;960
1016;26-06-2022;26-06-2022;GD02N0N;0;500;False;False;961
1017;24-06-2022;26-06-2022;GDA624I;2;50;False;False;962
1018;20-06-2022;26-06-2022;GDWG0T4;1;250;False;False;963
1019;26-06-2022;26-06-2022;GDW4RFY;0;0;False;False;964
1020;24-06-2022;26-06-2022;GDSF414;7;100;False;False;965
1021;25-06-2022;27-06-2022;GDPGGBI;2;0;False;True;948
1022;26-06-2022;27-06-2022;GDGGW1S;6;0;False;False;966
1023;21-06-2022;27-06-2022;GDHGE6B;3;300;False;False;967
1024;23-06-2022;27-06-2022;GDP6NCE;1;650;False;False;968
1025;24-06-2022;28-06-2022;GDWO78H;1;150;False;False;969
1026;26-06-2022;28-06-2022;GDH3KUS;5;150;False;False;970
1027;25-06-2022;28-06-2022;GD57VK4;4;0;False;False;971
1028;27-06-2022;28-06-2022;GD9KMG4;6;50;False;False;972
1029;28-06-2022;28-06-2022;GDT2ZA5;7;450;False;False;973
1030;29-06-2022;29-06-2022;GDOYPO8;3;0;False;False;974
1031;28-06-2022;29-06-2022;GD4LUVE;3;400;False;False;975
1032;23-06-2022;29-06-2022;GDCH0HP;3;150;False;False;976
1033;27-06-2022;29-06-2022;GDQGF24;7;0;False;False;977
1034;25-06-2022;30-06-2022;GDIRLL9;0;650;False;False;978
1035;26-06-2022;30-06-2022;GD3IF72;7;500;False;False;979
1036;29-06-2022;30-06-2022;GDWYZ4U;7;100;False;False;980
1037;25-06-2022;30-06-2022;GDYAE4G;1;200;False;False;981
1038;25-06-2022;30-06-2022;GDTGPHC;7;600;False;False;982
1039;27-06-2022;30-06-2022;GDL9ITB;2;0;False;False;983
1040;29-06-2022;01-07-2022;GD467UY;4;300;False;False;984
1041;24-06-2022;01-07-2022;GDJKY7X;4;250;False;False;985
1042;27-06-2022;01-07-2022;GDFUUKX;5;300;False;False;986
1043;25-06-2022;01-07-2022;GD2LZD1;2;0;False;False;987
1044;25-06-2022;02-07-2022;GD3PJW3;0;100;False;False;988
1045;30-06-2022;02-07-2022;GDYWMWO;1;100;False;False;989
1046;28-06-2022;02-07-2022;GD4JFHN;4;300;False;False;990
1047;01-07-2022;02-07-2022;GDZ3XVE;2;550;False;False;991
1048;28-06-2022;03-07-2022;GD6L8SB;1;300;False;False;992
1049;02-07-2022;03-07-2022;GDJNFQE;7;150;False;False;993
1050;30-06-2022;03-07-2022;GDLZS5D;0;650;False;False;994
1051;28-06-2022;03-07-2022;GDXEXFC;6;0;True;False;995
1052;27-06-2022;03-07-2022;GDRBL87;5;450;False;False;996
1053;27-06-2022;04-07-2022;GDLG3Y4;4;50;False;False;997
1054;02-07-2022;04-07-2022;GDDCDYF;6;0;False;False;998
1055;30-06-2022;04-07-2022;GDC5PHU;1;200;False;False;999
1056;04-07-2022;04-07-2022;GD2LZD1;2;0;True;True;987
1057;01-07-2022;04-07-2022;GD26IB6;3;150;False;False;1000
1058;30-06-2022;05-07-2022;GDO88NQ;6;400;False;False;1001
1059;01-07-2022;05-07-2022;GDQBY3M;7;150;False;False;1002
1060;30-06-2022;05-07-2022;GDG6QNG;7;0;False;False;1003
1061;02-07-2022;05-07-2022;GDX0EC1;3;550;False;False;1004
1062;02-07-2022;05-07-2022;GDLEAAN;1;250;False;False;1005
1063;04-07-2022;05-07-2022;GDL8HZ0;6;0;False;False;1006
1064;03-07-2022;06-07-2022;GD3CBW4;1;500;False;False;1007
1065;06-07-2022;06-07-2022;GDVFF65;4;100;False;False;1008
1066;05-07-2022;06-07-2022;GDZD4YJ;3;650;False;False;1009
1067;03-07-2022;06-07-2022;GDLZS5D;2;0;False;True;994
1068;30-06-2022;06-07-2022;GDEWAVJ;5;100;False;False;1010
1069;05-07-2022;06-07-2022;GD8IM6Q;7;250;True;False;1011
1070;06-07-2022;07-07-2022;GDD0FGM;6;100;False;False;1012
1071;07-07-2022;07-07-2022;GD3CP21;1;0;False;False;1013
1072;30-06-2022;07-07-2022;GD53CK1;1;50;False;False;1014
1073;30-06-2022;07-07-2022;GD6GBSQ;0;450;False;False;1015
1074;05-07-2022;07-07-2022;GDO88NQ;5;0;False;True;1001
1075;01-07-2022;08-07-2022;GDY07FG;5;0;False;False;1016
1076;04-07-2022;08-07-2022;GDOUI8L;2;0;False;False;1017
1077;02-07-2022;08-07-2022;GDUPI9H;7;200;False;False;1018
1078;03-07-2022;08-07-2022;GDW4RFY;3;75;False;False;1019
1079;04-07-2022;08-07-2022;GDZD4YJ;3;600;False;False;1020
1080;02-07-2022;08-07-2022;GDTWSES;2;350;False;False;1021
1081;09-07-2022;09-07-2022;GDOJ6DI;2;0;False;False;1022
1082;09-07-2022;09-07-2022;GD81E27;1;300;False;False;1023
1083;09-07-2022;09-07-2022;GD5T800;0;450;False;False;1024
1084;07-07-2022;09-07-2022;GDCQAKA;2;0;False;False;1025
1085;05-07-2022;10-07-2022;GDLP7W1;4;150;False;False;1026
1086;09-07-2022;10-07-2022;GDWTUI6;5;0;False;False;1027
1087;06-07-2022;10-07-2022;GDRBCT6;2;350;False;False;1028
1088;09-07-2022;10-07-2022;GDCSXPY;2;0;False;False;1029
1089;10-07-2022;10-07-2022;GD81E27;4;0;False;True;1023
1090;06-07-2022;11-07-2022;GD1TXI2;3;600;False;False;1030
1091;05-07-2022;11-07-2022;GDNG1SB;2;175;False;False;1031
1092;09-07-2022;11-07-2022;GDEPWFJ;7;550;False;False;1032
1093;11-07-2022;11-07-2022;GDVH5QA;0;400;False;False;1033
1094;06-07-2022;11-07-2022;GDO96A6;4;200;False;False;1034
1095;08-07-2022;11-07-2022;GDCSXPY;0;0;False;True;1029
1096;08-07-2022;12-07-2022;GD26IB6;2;200;False;False;1035
1097;08-07-2022;12-07-2022;GDX0L7F;2;0;False;False;1036
1098;12-07-2022;12-07-2022;GDQGDET;4;100;False;False;1037
1099;08-07-2022;12-07-2022;GDGGW1S;3;100;False;False;1038
1100;06-07-2022;12-07-2022;GDIF90S;0;300;False;False;1039
1101;11-07-2022;13-07-2022;GDQB2WJ;2;400;False;False;1040
1102;12-07-2022;13-07-2022;GDZLKUO;0;300;False;False;1041
1103;13-07-2022;13-07-2022;GD6WM4D;0;400;False;False;1042
1104;13-07-2022;13-07-2022;GDW4RFY;3;0;False;False;1043
1105;12-07-2022;14-07-2022;GDUPGH6;5;350;True;False;1044
1106;09-07-2022;14-07-2022;GDQIE6I;1;450;False;False;1045
1107;08-07-2022;14-07-2022;GD0J8YL;5;200;False;False;1046
1108;11-07-2022;14-07-2022;GDEWAVJ;5;150;False;False;1047
1109;14-07-2022;15-07-2022;GDB6E8H;2;100;False;False;1048
1110;12-07-2022;15-07-2022;GDD0FGM;7;0;False;False;1049
1111;10-07-2022;15-07-2022;GD5CDFN;7;450;False;False;1050
1112;13-07-2022;15-07-2022;GD7D5BN;1;0;False;False;1051
1113;09-07-2022;15-07-2022;GDHGE6B;1;500;False;False;1052
1114;13-07-2022;16-07-2022;GDQIE6I;0;0;False;True;1045
1115;15-07-2022;16-07-2022;GDOGYMC;0;400;False;False;1053
1116;13-07-2022;16-07-2022;GDQIE6I;1;0;False;True;1045
1117;09-07-2022;16-07-2022;GD6DW02;6;300;False;False;1054
1118;14-07-2022;16-07-2022;GDUPGH6;7;0;False;True;1044
1119;17-07-2022;17-07-2022;GDDCDYF;4;300;False;False;1055
1120;15-07-2022;17-07-2022;GDDXTFS;7;0;False;False;1056
1121;11-07-2022;17-07-2022;GDRDCT6;6;150;False;False;1057
1122;11-07-2022;17-07-2022;GDBU7HC;2;0;False;False;1058
1123;10-07-2022;17-07-2022;GDKIMHQ;2;0;False;False;1059
1124;13-07-2022;17-07-2022;GD3PNAK;4;600;False;False;1060
1125;13-07-2022;18-07-2022;GDYHZ5M;1;500;False;False;1061
1126;13-07-2022;18-07-2022;GD2XPQM;2;250;False;False;1062
1127;16-07-2022;18-07-2022;GDBU7HC;5;0;True;True;1058
1128;13-07-2022;18-07-2022;GDLKMHA;3;600;False;False;1063
1129;12-07-2022;19-07-2022;GDSZ988;5;500;False;False;1064
1130;19-07-2022;19-07-2022;GD9CUJP;0;150;True;False;1065
1131;16-07-2022;19-07-2022;GD2XPQM;2;0;False;True;1062
1132;12-07-2022;19-07-2022;GDLEAAN;4;0;False;False;1066
1133;19-07-2022;20-07-2022;GDVG4C7;0;0;False;False;1067
1134;15-07-2022;20-07-2022;GDSWVAB;5;150;False;False;1068
1135;13-07-2022;20-07-2022;GDJ0VE8;3;400;False;False;1069
1136;17-07-2022;20-07-2022;GDKW13S;3;50;False;False;1070
1137;13-07-2022;20-07-2022;GDW4RFY;6;300;False;False;1071
1138;16-07-2022;20-07-2022;GDX0EC1;2;150;False;False;1072
1139;15-07-2022;21-07-2022;GD674QE;1;200;False;False;1073
1140;17-07-2022;21-07-2022;GD6446T;6;0;False;False;1074
1141;18-07-2022;21-07-2022;GD3FP7C;1;250;False;False;1075
1142;16-07-2022;21-07-2022;GDO3XFY;5;250;True;False;1076
1143;14-07-2022;21-07-2022;GDWO78H;7;250;False;False;1077
1144;20-07-2022;21-07-2022;GDEKSEI;5;250;False;False;1078
1145;16-07-2022;22-07-2022;GDYHZ5M;0;450;False;False;1079
1146;19-07-2022;22-07-2022;GD3CBW4;0;100;False;False;1080
1147;18-07-2022;22-07-2022;GDRUPWJ;2;0;False;False;1081
1148;22-07-2022;22-07-2022;GDOBSV5;5;0;False;False;1082
1149;15-07-2022;22-07-2022;GDPXWMQ;4;50;False;False;1083
1150;19-07-2022;23-07-2022;GDLZS5D;1;100;False;False;1084
1151;21-07-2022;23-07-2022;GDRDCT6;1;500;False;False;1085
1152;20-07-2022;23-07-2022;GDMS89Y;5;500;False;False;1086
1153;23-07-2022;23-07-2022;GDDWYGQ;2;400;False;False;1087
1154;18-07-2022;23-07-2022;GDHAHH2;4;200;False;False;1088
1155;22-07-2022;23-07-2022;GDH35E5;0;250;False;False;1089
1156;20-07-2022;24-07-2022;GDEO2MT;7;350;False;False;1090
1157;18-07-2022;24-07-2022;GDNPJJZ;1;100;False;False;1091
1158;19-07-2022;24-07-2022;GD72BAC;6;150;False;False;1092
1159;21-07-2022;24-07-2022;GDEKSEI;7;0;False;True;1078
1160;20-07-2022;25-07-2022;GDDXTFS;7;150;False;False;1093
1161;23-07-2022;25-07-2022;GDLUJQV;2;300;False;False;1094
1162;24-07-2022;25-07-2022;GDX5903;2;350;False;False;1095
1163;21-07-2022;25-07-2022;GD4VPA8;4;300;False;False;1096
1164;22-07-2022;25-07-2022;GD34IBE;5;275;False;False;1097
1165;18-07-2022;25-07-2022;GDC5PHU;6;150;False;False;1098
1166;23-07-2022;26-07-2022;GD0LN28;7;0;False;False;1099
1167;19-07-2022;26-07-2022;GDWN27I;5;700;False;False;1100
1168;19-07-2022;26-07-2022;GDZTSPZ;3;250;True;False;1101
1169;26-07-2022;26-07-2022;GD6BM8Z;1;0;False;False;1102
1170;20-07-2022;27-07-2022;GDE22L9;7;450;False;False;1103
1171;25-07-2022;27-07-2022;GDMP9ZI;1;650;False;False;1104
1172;26-07-2022;27-07-2022;GD9XDJ5;5;400;False;False;1105
1173;21-07-2022;27-07-2022;GD467UY;7;100;False;False;1106
1174;23-07-2022;28-07-2022;GDA7YWJ;6;300;False;False;1107
1175;27-07-2022;28-07-2022;GDLG3Y4;1;0;False;False;1108
1176;25-07-2022;28-07-2022;GDXDUFY;5;300;False;False;1109
1177;23-07-2022;28-07-2022;GDY8CR6;4;150;False;False;1110
1178;29-07-2022;29-07-2022;GDRL8OP;5;800;False;False;1111
1179;26-07-2022;29-07-2022;GDA624I;1;250;False;False;1112
1180;22-07-2022;29-07-2022;GD9HB96;3;0;False;False;1113
1181;29-07-2022;29-07-2022;GD3FRIU;7;350;False;False;1114
1182;26-07-2022;30-07-2022;GDCK3RP;5;150;False;False;1115
1183;28-07-2022;30-07-2022;GD4VPA8;1;100;False;False;1116
1184;26-07-2022;30-07-2022;GDLCARY;5;0;False;False;1117
1185;24-07-2022;30-07-2022;GDZGZI0;1;250;False;False;1118
1186;29-07-2022;30-07-2022;GD3FP7C;2;150;True;False;1119
1187;26-07-2022;31-07-2022;GDZLKUO;6;200;False;False;1120
1188;31-07-2022;31-07-2022;GDLCARY;2;0;False;True;1117
1189;31-07-2022;31-07-2022;GDH35E5;5;200;False;False;1121
1190;30-07-2022;31-07-2022;GDLY4NW;1;100;False;False;1122
1191;26-07-2022;01-08-2022;GD9CUJP;1;400;False;False;1123
1192;29-07-2022;01-08-2022;GDVFF65;4;400;False;False;1124
1193;01-08-2022;01-08-2022;GDLG3Y4;0;0;False;True;1108
1194;01-08-2022;01-08-2022;GDRL8OP;5;0;False;True;1111
1195;25-07-2022;01-08-2022;GD8TYQ0;3;300;False;False;1125
1196;29-07-2022;02-08-2022;GDNNN22;5;300;False;False;1126
1197;27-07-2022;02-08-2022;GDD79ZF;3;150;False;False;1127
1198;02-08-2022;02-08-2022;GDDGQ5H;1;575;False;False;1128
1199;26-07-2022;02-08-2022;GD52KK7;0;250;False;False;1129
1200;30-07-2022;02-08-2022;GD6DW02;1;0;False;False;1130
1201;28-07-2022;03-08-2022;GDLG3Y4;4;0;False;False;1131
1202;30-07-2022;03-08-2022;GDUPGH6;5;0;False;False;1132
1203;02-08-2022;03-08-2022;GDH7DWG;0;200;False;False;1133
1204;28-07-2022;03-08-2022;GDJ4ITU;5;0;False;False;1134
1205;28-07-2022;03-08-2022;GDHP0FY;7;0;False;False;1135
1206;03-08-2022;04-08-2022;GDKIMHQ;3;400;False;False;1136
1207;04-08-2022;04-08-2022;GD22TAD;2;300;False;False;1137
1208;03-08-2022;04-08-2022;GDO4F1Z;7;300;False;False;1138
1209;02-08-2022;04-08-2022;GD9CUJP;1;150;False;False;1139
1210;04-08-2022;05-08-2022;GDGGW1S;4;250;False;False;1140
1211;30-07-2022;05-08-2022;GDJFBN9;0;50;False;False;1141
1212;30-07-2022;05-08-2022;GDSXKZE;1;200;False;False;1142
1213;02-08-2022;05-08-2022;GDHAHH2;6;0;False;False;1143
1214;31-07-2022;06-08-2022;GDHAHH2;7;250;False;False;1144
1215;31-07-2022;06-08-2022;GDHA935;0;100;False;False;1145
1216;30-07-2022;06-08-2022;GDF24O8;0;350;False;False;1146
1217;31-07-2022;06-08-2022;GDZOOXC;6;425;False;False;1147
1218;06-08-2022;07-08-2022;GD3LHC9;7;0;False;False;1148
1219;05-08-2022;07-08-2022;GD6H974;1;0;False;False;1149
1220;02-08-2022;07-08-2022;GD6PDJP;3;100;False;False;1150
1221;31-07-2022;07-08-2022;GDQX1XU;0;0;False;False;1151
1222;04-08-2022;08-08-2022;GDYHZ5M;7;500;False;False;1152
1223;05-08-2022;08-08-2022;GD5T800;7;200;False;False;1153
1224;02-08-2022;08-08-2022;GDERV2K;1;650;False;False;1154
1225;05-08-2022;08-08-2022;GDIF90S;0;450;False;False;1155
1226;07-08-2022;09-08-2022;GD8TYQ0;1;250;False;False;1156
1227;07-08-2022;09-08-2022;GDD79ZF;7;200;False;False;1157
1228;04-08-2022;09-08-2022;GD8TYQ0;3;150;False;False;1158
1229;06-08-2022;09-08-2022;GDTPV6N;6;400;False;False;1159
1230;06-08-2022;09-08-2022;GD5ST46;1;400;False;False;1160
1231;06-08-2022;10-08-2022;GDAVC3N;5;200;False;False;1161
1232;04-08-2022;10-08-2022;GDJ5QY9;2;300;False;False;1162
1233;09-08-2022;10-08-2022;GDF24O8;6;0;False;True;1146
1234;06-08-2022;10-08-2022;GDHF812;4;750;False;False;1163
1235;05-08-2022;11-08-2022;GDZBURA;4;150;False;False;1164
1236;04-08-2022;11-08-2022;GD9KMG4;5;750;False;False;1165
1237;07-08-2022;11-08-2022;GDWN27I;1;750;False;False;1166
